Sample #,Code,Voltage
0,25,0.0201 V
1,52,0.0419 V
2,96,0.0774 V
3,48,0.0387 V
4,0,0.0000 V
5,97,0.0782 V
6,164,0.1322 V
7,22,0.0177 V
8,0,0.0000 V
9,160,0.1289 V
10,0,0.0000 V
11,42,0.0338 V
12,143,0.1152 V
13,52,0.0419 V
14,100,0.0806 V
15,57,0.0459 V
16,58,0.0467 V
17,34,0.0274 V
18,21,0.0169 V
19,72,0.0580 V
20,0,0.0000 V
21,0,0.0000 V
22,42,0.0338 V
23,81,0.0653 V
24,0,0.0000 V
25,0,0.0000 V
26,86,0.0693 V
27,11,0.0089 V
28,49,0.0395 V
29,22,0.0177 V
30,0,0.0000 V
31,34,0.0274 V
32,0,0.0000 V
33,99,0.0798 V
34,0,0.0000 V
35,0,0.0000 V
36,91,0.0733 V
37,0,0.0000 V
38,16,0.0129 V
39,0,0.0000 V
40,19,0.0153 V
41,0,0.0000 V
42,39,0.0314 V
43,46,0.0371 V
44,0,0.0000 V
45,147,0.1185 V
46,0,0.0000 V
47,0,0.0000 V
48,79,0.0637 V
49,6,0.0048 V
50,0,0.0000 V
51,7,0.0056 V
52,43,0.0347 V
53,0,0.0000 V
54,87,0.0701 V
55,55,0.0443 V
56,61,0.0492 V
57,133,0.1072 V
58,0,0.0000 V
59,39,0.0314 V
60,68,0.0548 V
61,0,0.0000 V
62,26,0.0210 V
63,137,0.1104 V
64,68,0.0548 V
65,33,0.0266 V
66,123,0.0991 V
67,37,0.0298 V
68,137,0.1104 V
69,84,0.0677 V
70,24,0.0193 V
71,96,0.0774 V
72,84,0.0677 V
73,56,0.0451 V
74,64,0.0516 V
75,105,0.0846 V
76,0,0.0000 V
77,41,0.0330 V
78,127,0.1023 V
79,0,0.0000 V
80,76,0.0612 V
81,100,0.0806 V
82,0,0.0000 V
83,117,0.0943 V
84,175,0.1410 V
85,16,0.0129 V
86,57,0.0459 V
87,133,0.1072 V
88,26,0.0210 V
89,29,0.0234 V
90,56,0.0451 V
91,0,0.0000 V
92,63,0.0508 V
93,21,0.0169 V
94,0,0.0000 V
95,71,0.0572 V
96,82,0.0661 V
97,0,0.0000 V
98,0,0.0000 V
99,111,0.0895 V
100,0,0.0000 V
101,0,0.0000 V
102,85,0.0685 V
103,27,0.0218 V
104,4,0.0032 V
105,0,0.0000 V
106,113,0.0911 V
107,0,0.0000 V
108,0,0.0000 V
109,125,0.1007 V
110,20,0.0161 V
111,0,0.0000 V
112,45,0.0363 V
113,83,0.0669 V
114,0,0.0000 V
115,56,0.0451 V
116,82,0.0661 V
117,6,0.0048 V
118,39,0.0314 V
119,4,0.0032 V
120,86,0.0693 V
121,0,0.0000 V
122,0,0.0000 V
123,208,0.1676 V
124,117,0.0943 V
125,35,0.0282 V
126,89,0.0717 V
127,112,0.0903 V
128,90,0.0725 V
129,49,0.0395 V
130,108,0.0870 V
131,34,0.0274 V
132,88,0.0709 V
133,69,0.0556 V
134,208,0.1676 V
135,54,0.0435 V
136,0,0.0000 V
137,240,0.1934 V
138,88,0.0709 V
139,37,0.0298 V
140,61,0.0492 V
141,70,0.0564 V
142,34,0.0274 V
143,105,0.0846 V
144,111,0.0895 V
145,39,0.0314 V
146,107,0.0862 V
147,71,0.0572 V
148,219,0.1765 V
149,76,0.0612 V
150,0,0.0000 V
151,139,0.1120 V
152,61,0.0492 V
153,123,0.0991 V
154,99,0.0798 V
155,59,0.0475 V
156,60,0.0484 V
157,57,0.0459 V
158,37,0.0298 V
159,0,0.0000 V
160,7,0.0056 V
161,0,0.0000 V
162,88,0.0709 V
163,0,0.0000 V
164,13,0.0105 V
165,147,0.1185 V
166,0,0.0000 V
167,60,0.0484 V
168,90,0.0725 V
169,0,0.0000 V
170,31,0.0250 V
171,16,0.0129 V
172,0,0.0000 V
173,9,0.0073 V
174,50,0.0403 V
175,30,0.0242 V
176,0,0.0000 V
177,0,0.0000 V
178,158,0.1273 V
179,77,0.0621 V
180,0,0.0000 V
181,89,0.0717 V
182,28,0.0226 V
183,3,0.0024 V
184,122,0.0983 V
185,51,0.0411 V
186,0,0.0000 V
187,60,0.0484 V
188,62,0.0500 V
189,148,0.1193 V
190,0,0.0000 V
191,0,0.0000 V
192,156,0.1257 V
193,51,0.0411 V
194,44,0.0355 V
195,133,0.1072 V
196,47,0.0379 V
197,43,0.0347 V
198,187,0.1507 V
199,82,0.0661 V
200,81,0.0653 V
201,125,0.1007 V
202,24,0.0193 V
203,49,0.0395 V
204,112,0.0903 V
205,8,0.0064 V
206,83,0.0669 V
207,148,0.1193 V
208,75,0.0604 V
209,89,0.0717 V
210,109,0.0878 V
211,8,0.0064 V
212,104,0.0838 V
213,90,0.0725 V
214,36,0.0290 V
215,100,0.0806 V
216,125,0.1007 V
217,56,0.0451 V
218,71,0.0572 V
219,155,0.1249 V
220,33,0.0266 V
221,61,0.0492 V
222,109,0.0878 V
223,0,0.0000 V
224,64,0.0516 V
225,15,0.0121 V
226,0,0.0000 V
227,100,0.0806 V
228,148,0.1193 V
229,12,0.0097 V
230,49,0.0395 V
231,122,0.0983 V
232,0,0.0000 V
233,48,0.0387 V
234,94,0.0758 V
235,15,0.0121 V
236,69,0.0556 V
237,24,0.0193 V
238,0,0.0000 V
239,79,0.0637 V
240,86,0.0693 V
241,0,0.0000 V
242,65,0.0524 V
243,90,0.0725 V
244,0,0.0000 V
245,40,0.0322 V
246,67,0.0540 V
247,34,0.0274 V
248,60,0.0484 V
249,64,0.0516 V
250,91,0.0733 V
251,0,0.0000 V
252,0,0.0000 V
253,129,0.1040 V
254,0,0.0000 V
255,0,0.0000 V
256,65,0.0524 V
257,109,0.0878 V
258,36,0.0290 V
259,134,0.1080 V
260,108,0.0870 V
261,45,0.0363 V
262,94,0.0758 V
263,130,0.1048 V
264,256,0.2063 V
265,12,0.0097 V
266,15,0.0121 V
267,169,0.1362 V
268,39,0.0314 V
269,31,0.0250 V
270,125,0.1007 V
271,83,0.0669 V
272,30,0.0242 V
273,173,0.1394 V
274,141,0.1136 V
275,36,0.0290 V
276,128,0.1032 V
277,137,0.1104 V
278,317,0.2555 V
279,12,0.0097 V
280,17,0.0137 V
281,216,0.1741 V
282,6,0.0048 V
283,35,0.0282 V
284,143,0.1152 V
285,79,0.0637 V
286,5,0.0040 V
287,129,0.1040 V
288,114,0.0919 V
289,55,0.0443 V
290,56,0.0451 V
291,72,0.0580 V
292,201,0.1620 V
293,7,0.0056 V
294,3,0.0024 V
295,163,0.1314 V
296,0,0.0000 V
297,85,0.0685 V
298,112,0.0903 V
299,77,0.0621 V
300,0,0.0000 V
301,14,0.0113 V
302,51,0.0411 V
303,20,0.0161 V
304,31,0.0250 V
305,82,0.0661 V
306,84,0.0677 V
307,0,0.0000 V
308,102,0.0822 V
309,153,0.1233 V
310,0,0.0000 V
311,52,0.0419 V
312,48,0.0387 V
313,19,0.0153 V
314,2,0.0016 V
315,10,0.0081 V
316,11,0.0089 V
317,19,0.0153 V
318,89,0.0717 V
319,96,0.0774 V
320,3340,2.6916 V
321,3251,2.6199 V
322,3381,2.7246 V
323,3331,2.6843 V
324,3265,2.6311 V
325,3357,2.7053 V
326,3320,2.6755 V
327,3366,2.7125 V
328,3443,2.7746 V
329,3408,2.7464 V
330,3407,2.7456 V
331,3351,2.7004 V
332,3408,2.7464 V
333,3443,2.7746 V
334,3309,2.6666 V
335,3318,2.6738 V
336,3390,2.7319 V
337,3350,2.6996 V
338,3421,2.7568 V
339,3508,2.8270 V
340,3370,2.7158 V
341,3395,2.7359 V
342,3445,2.7762 V
343,3344,2.6948 V
344,3356,2.7045 V
345,3386,2.7286 V
346,3332,2.6851 V
347,3288,2.6497 V
348,3482,2.8060 V
349,3418,2.7544 V
350,3400,2.7399 V
351,3471,2.7971 V
352,3399,2.7391 V
353,3421,2.7568 V
354,3391,2.7327 V
355,3335,2.6875 V
356,3358,2.7061 V
357,3320,2.6755 V
358,3402,2.7415 V
359,3326,2.6803 V
360,3298,2.6577 V
361,3468,2.7947 V
362,3370,2.7158 V
363,3306,2.6642 V
364,3347,2.6972 V
365,3321,2.6763 V
366,3209,2.5860 V
367,3298,2.6577 V
368,3374,2.7190 V
369,3256,2.6239 V
370,3362,2.7093 V
371,3338,2.6900 V
372,3481,2.8052 V
373,3277,2.6408 V
374,3273,2.6376 V
375,3375,2.7198 V
376,3163,2.5489 V
377,3256,2.6239 V
378,3332,2.6851 V
379,3300,2.6593 V
380,3256,2.6239 V
381,3348,2.6980 V
382,3343,2.6940 V
383,3274,2.6384 V
384,3340,2.6916 V
385,3281,2.6440 V
386,3331,2.6843 V
387,3241,2.6118 V
388,3268,2.6336 V
389,3418,2.7544 V
390,3222,2.5965 V
391,3341,2.6924 V
392,3440,2.7722 V
393,3352,2.7012 V
394,3350,2.6996 V
395,3361,2.7085 V
396,3320,2.6755 V
397,3214,2.5900 V
398,3328,2.6819 V
399,3393,2.7343 V
400,3376,2.7206 V
401,3268,2.6336 V
402,3421,2.7568 V
403,3507,2.8262 V
404,3307,2.6650 V
405,3397,2.7375 V
406,3402,2.7415 V
407,3290,2.6513 V
408,3343,2.6940 V
409,3389,2.7311 V
410,3364,2.7109 V
411,3324,2.6787 V
412,3386,2.7286 V
413,3479,2.8036 V
414,3376,2.7206 V
415,3309,2.6666 V
416,3318,2.6738 V
417,3388,2.7303 V
418,3248,2.6174 V
419,3352,2.7012 V
420,3373,2.7182 V
421,3298,2.6577 V
422,3393,2.7343 V
423,3422,2.7577 V
424,3388,2.7303 V
425,3264,2.6303 V
426,3266,2.6319 V
427,3254,2.6223 V
428,3202,2.5804 V
429,3305,2.6634 V
430,3248,2.6174 V
431,3253,2.6215 V
432,3334,2.6867 V
433,3336,2.6884 V
434,3311,2.6682 V
435,3320,2.6755 V
436,3268,2.6336 V
437,3218,2.5933 V
438,3286,2.6481 V
439,3244,2.6142 V
440,3206,2.5836 V
441,3276,2.6400 V
442,3234,2.6062 V
443,3370,2.7158 V
444,3279,2.6424 V
445,3241,2.6118 V
446,3273,2.6376 V
447,3183,2.5651 V
448,3223,2.5973 V
449,3222,2.5965 V
450,3240,2.6110 V
451,3170,2.5546 V
452,3306,2.6642 V
453,3330,2.6835 V
454,3270,2.6352 V
455,3305,2.6634 V
456,3223,2.5973 V
457,3343,2.6940 V
458,3177,2.5602 V
459,3206,2.5836 V
460,3274,2.6384 V
461,3202,2.5804 V
462,3301,2.6601 V
463,3361,2.7085 V
464,3370,2.7158 V
465,3307,2.6650 V
466,3337,2.6892 V
467,3300,2.6593 V
468,3309,2.6666 V
469,3257,2.6247 V
470,3250,2.6190 V
471,3335,2.6875 V
472,3243,2.6134 V
473,3342,2.6932 V
474,3338,2.6900 V
475,3249,2.6182 V
476,3305,2.6634 V
477,3299,2.6585 V
478,3284,2.6464 V
479,3266,2.6319 V
480,3265,2.6311 V
481,3285,2.6473 V
482,3294,2.6545 V
483,3344,2.6948 V
484,3266,2.6319 V
485,3390,2.7319 V
486,3288,2.6497 V
487,3262,2.6287 V
488,3351,2.7004 V
489,3262,2.6287 V
490,3256,2.6239 V
491,3238,2.6094 V
492,3295,2.6553 V
493,3223,2.5973 V
494,3311,2.6682 V
495,3231,2.6037 V
496,3085,2.4861 V
497,3275,2.6392 V
498,3181,2.5634 V
499,3182,2.5642 V
500,3246,2.6158 V
501,3158,2.5449 V
502,3242,2.6126 V
503,3277,2.6408 V
504,3213,2.5892 V
505,3163,2.5489 V
506,3185,2.5667 V
507,3159,2.5457 V
508,3088,2.4885 V
509,3225,2.5989 V
510,3112,2.5078 V
511,3145,2.5344 V
512,3204,2.5820 V
513,3262,2.6287 V
514,3273,2.6376 V
515,3215,2.5908 V
516,3175,2.5586 V
517,3135,2.5264 V
518,3247,2.6166 V
519,3121,2.5151 V
520,3118,2.5127 V
521,3204,2.5820 V
522,3162,2.5481 V
523,3252,2.6207 V
524,3246,2.6158 V
525,3171,2.5554 V
526,3171,2.5554 V
527,3221,2.5957 V
528,3243,2.6134 V
529,3150,2.5385 V
530,3219,2.5941 V
531,3158,2.5449 V
532,3158,2.5449 V
533,3256,2.6239 V
534,3220,2.5949 V
535,3239,2.6102 V
536,3183,2.5651 V
537,3200,2.5788 V
538,3198,2.5771 V
539,3158,2.5449 V
540,3118,2.5127 V
541,3146,2.5352 V
542,3202,2.5804 V
543,3206,2.5836 V
544,3276,2.6400 V
545,3183,2.5651 V
546,3195,2.5747 V
547,3206,2.5836 V
548,3171,2.5554 V
549,3167,2.5522 V
550,3129,2.5215 V
551,3132,2.5240 V
552,3165,2.5505 V
553,3194,2.5739 V
554,3213,2.5892 V
555,3192,2.5723 V
556,3207,2.5844 V
557,3160,2.5465 V
558,3134,2.5256 V
559,3121,2.5151 V
560,3067,2.4716 V
561,3086,2.4869 V
562,3090,2.4901 V
563,3188,2.5691 V
564,3146,2.5352 V
565,3162,2.5481 V
566,3176,2.5594 V
567,3095,2.4941 V
568,3151,2.5393 V
569,3057,2.4635 V
570,3078,2.4804 V
571,3021,2.4345 V
572,3049,2.4571 V
573,3134,2.5256 V
574,3121,2.5151 V
575,3114,2.5095 V
576,3113,2.5086 V
577,3136,2.5272 V
578,3123,2.5167 V
579,3082,2.4837 V
580,3025,2.4377 V
581,3048,2.4563 V
582,3094,2.4933 V
583,3088,2.4885 V
584,3162,2.5481 V
585,3099,2.4974 V
586,3086,2.4869 V
587,3155,2.5425 V
588,3071,2.4748 V
589,3083,2.4845 V
590,2975,2.3974 V
591,3038,2.4482 V
592,3069,2.4732 V
593,3069,2.4732 V
594,3144,2.5336 V
595,3138,2.5288 V
596,3180,2.5626 V
597,3195,2.5747 V
598,3187,2.5683 V
599,3107,2.5038 V
600,3035,2.4458 V
601,3051,2.4587 V
602,3054,2.4611 V
603,3132,2.5240 V
604,3044,2.4530 V
605,3114,2.5095 V
606,3147,2.5360 V
607,3131,2.5232 V
608,3159,2.5457 V
609,3091,2.4909 V
610,3103,2.5006 V
611,3044,2.4530 V
612,3074,2.4772 V
613,3108,2.5046 V
614,3106,2.5030 V
615,3108,2.5046 V
616,3068,2.4724 V
617,3145,2.5344 V
618,3079,2.4812 V
619,3075,2.4780 V
620,3063,2.4684 V
621,3015,2.4297 V
622,3010,2.4256 V
623,3027,2.4393 V
624,3076,2.4788 V
625,3040,2.4498 V
626,3060,2.4659 V
627,3134,2.5256 V
628,3116,2.5111 V
629,3071,2.4748 V
630,3007,2.4232 V
631,2985,2.4055 V
632,3003,2.4200 V
633,2995,2.4136 V
634,3032,2.4434 V
635,3001,2.4184 V
636,3027,2.4393 V
637,3014,2.4289 V
638,3087,2.4877 V
639,3027,2.4393 V
640,3001,2.4184 V
641,2983,2.4039 V
642,2951,2.3781 V
643,2996,2.4144 V
644,2962,2.3870 V
645,2946,2.3741 V
646,3006,2.4224 V
647,3000,2.4176 V
648,3046,2.4547 V
649,3027,2.4393 V
650,2961,2.3862 V
651,2885,2.3249 V
652,2927,2.3588 V
653,2954,2.3805 V
654,2897,2.3346 V
655,2931,2.3620 V
656,2963,2.3878 V
657,3009,2.4248 V
658,3024,2.4369 V
659,3017,2.4313 V
660,2971,2.3942 V
661,2951,2.3781 V
662,3019,2.4329 V
663,2967,2.3910 V
664,2979,2.4007 V
665,2962,2.3870 V
666,2951,2.3781 V
667,3044,2.4530 V
668,3008,2.4240 V
669,3011,2.4264 V
670,3035,2.4458 V
671,2983,2.4039 V
672,2983,2.4039 V
673,3003,2.4200 V
674,3000,2.4176 V
675,2972,2.3950 V
676,2996,2.4144 V
677,3000,2.4176 V
678,3034,2.4450 V
679,3048,2.4563 V
680,2982,2.4031 V
681,3011,2.4264 V
682,2936,2.3660 V
683,2971,2.3942 V
684,2980,2.4015 V
685,2958,2.3837 V
686,2988,2.4079 V
687,3007,2.4232 V
688,3050,2.4579 V
689,3039,2.4490 V
690,3040,2.4498 V
691,3015,2.4297 V
692,3050,2.4579 V
693,3063,2.4684 V
694,3026,2.4385 V
695,3039,2.4490 V
696,2937,2.3668 V
697,2986,2.4063 V
698,2969,2.3926 V
699,2974,2.3966 V
700,2949,2.3765 V
701,2890,2.3289 V
702,2962,2.3870 V
703,2962,2.3870 V
704,2940,2.3692 V
705,2924,2.3563 V
706,2969,2.3926 V
707,2996,2.4144 V
708,3021,2.4345 V
709,3005,2.4216 V
710,2893,2.3314 V
711,2887,2.3265 V
712,2887,2.3265 V
713,2897,2.3346 V
714,2938,2.3676 V
715,2882,2.3225 V
716,2944,2.3725 V
717,2982,2.4031 V
718,2993,2.4119 V
719,3015,2.4297 V
720,2903,2.3394 V
721,2911,2.3459 V
722,2899,2.3362 V
723,2902,2.3386 V
724,2878,2.3193 V
725,2865,2.3088 V
726,2889,2.3281 V
727,2929,2.3604 V
728,3009,2.4248 V
729,2939,2.3684 V
730,2975,2.3974 V
731,2923,2.3555 V
732,2890,2.3289 V
733,2927,2.3588 V
734,2896,2.3338 V
735,2916,2.3499 V
736,2917,2.3507 V
737,2958,2.3837 V
738,2972,2.3950 V
739,2983,2.4039 V
740,2969,2.3926 V
741,2895,2.3330 V
742,2947,2.3749 V
743,2904,2.3402 V
744,2902,2.3386 V
745,2901,2.3378 V
746,2907,2.3426 V
747,2986,2.4063 V
748,2973,2.3958 V
749,3024,2.4369 V
750,2935,2.3652 V
751,2922,2.3547 V
752,2940,2.3692 V
753,2911,2.3459 V
754,2918,2.3515 V
755,2857,2.3023 V
756,2941,2.3700 V
757,2919,2.3523 V
758,2948,2.3757 V
759,3009,2.4248 V
760,2931,2.3620 V
761,2944,2.3725 V
762,2888,2.3273 V
763,2922,2.3547 V
764,2837,2.2862 V
765,2813,2.2669 V
766,2822,2.2741 V
767,2825,2.2766 V
768,2906,2.3418 V
769,2880,2.3209 V
770,2915,2.3491 V
771,2867,2.3104 V
772,2473,1.9929 V
773,2671,2.1525 V
774,2799,2.2556 V
775,2614,2.1065 V
776,2865,2.3088 V
777,2868,2.3112 V
778,2678,2.1581 V
779,2656,2.1404 V
780,2632,2.1210 V
781,2543,2.0493 V
782,2743,2.2105 V
783,2715,2.1879 V
784,2705,2.1799 V
785,2709,2.1831 V
786,2657,2.1412 V
787,2658,2.1420 V
788,2670,2.1516 V
789,2670,2.1516 V
790,2676,2.1565 V
791,2736,2.2048 V
792,2740,2.2081 V
793,2625,2.1154 V
794,2615,2.1073 V
795,2567,2.0686 V
796,2602,2.0968 V
797,2666,2.1484 V
798,2697,2.1734 V
799,2782,2.2419 V
800,2742,2.2097 V
801,2768,2.2306 V
802,2723,2.1944 V
803,2767,2.2298 V
804,2707,2.1815 V
805,2703,2.1782 V
806,2725,2.1960 V
807,2685,2.1637 V
808,2750,2.2161 V
809,2742,2.2097 V
810,2746,2.2129 V
811,2738,2.2064 V
812,2741,2.2089 V
813,2807,2.2621 V
814,2755,2.2201 V
815,2743,2.2105 V
816,2714,2.1871 V
817,2744,2.2113 V
818,2779,2.2395 V
819,2764,2.2274 V
820,0,0.0000 V
821,0,0.0000 V
822,0,0.0000 V
823,0,0.0000 V
824,0,0.0000 V
825,0,0.0000 V
826,0,0.0000 V
827,0,0.0000 V
828,0,0.0000 V
829,0,0.0000 V
830,0,0.0000 V
831,0,0.0000 V
832,0,0.0000 V
833,0,0.0000 V
834,0,0.0000 V
835,0,0.0000 V
836,0,0.0000 V
837,0,0.0000 V
838,0,0.0000 V
839,0,0.0000 V
840,0,0.0000 V
841,0,0.0000 V
842,0,0.0000 V
843,0,0.0000 V
844,0,0.0000 V
845,0,0.0000 V
846,0,0.0000 V
847,0,0.0000 V
848,0,0.0000 V
849,0,0.0000 V
850,0,0.0000 V
851,0,0.0000 V
852,0,0.0000 V
853,0,0.0000 V
854,0,0.0000 V
855,0,0.0000 V
856,0,0.0000 V
857,0,0.0000 V
858,0,0.0000 V
859,0,0.0000 V
860,0,0.0000 V
861,0,0.0000 V
862,0,0.0000 V
863,0,0.0000 V
864,0,0.0000 V
865,0,0.0000 V
866,0,0.0000 V
867,0,0.0000 V
868,0,0.0000 V
869,0,0.0000 V
870,0,0.0000 V
871,0,0.0000 V
872,0,0.0000 V
873,0,0.0000 V
874,4,0.0032 V
875,0,0.0000 V
876,0,0.0000 V
877,0,0.0000 V
878,4,0.0032 V
879,15,0.0121 V
880,0,0.0000 V
881,38,0.0306 V
882,13,0.0105 V
883,24,0.0193 V
884,92,0.0741 V
885,2,0.0016 V
886,13,0.0105 V
887,0,0.0000 V
888,25,0.0201 V
889,0,0.0000 V
890,0,0.0000 V
891,0,0.0000 V
892,8,0.0064 V
893,60,0.0484 V
894,0,0.0000 V
895,64,0.0516 V
896,0,0.0000 V
897,34,0.0274 V
898,59,0.0475 V
899,0,0.0000 V
900,0,0.0000 V
901,0,0.0000 V
902,0,0.0000 V
903,0,0.0000 V
904,0,0.0000 V
905,0,0.0000 V
906,0,0.0000 V
907,0,0.0000 V
908,0,0.0000 V
909,0,0.0000 V
910,0,0.0000 V
911,0,0.0000 V
912,8,0.0064 V
913,2,0.0016 V
914,16,0.0129 V
915,0,0.0000 V
916,0,0.0000 V
917,0,0.0000 V
918,0,0.0000 V
919,0,0.0000 V
920,0,0.0000 V
921,0,0.0000 V
922,0,0.0000 V
923,29,0.0234 V
924,30,0.0242 V
925,0,0.0000 V
926,0,0.0000 V
927,0,0.0000 V
928,5,0.0040 V
929,0,0.0000 V
930,0,0.0000 V
931,39,0.0314 V
932,21,0.0169 V
933,55,0.0443 V
934,56,0.0451 V
935,54,0.0435 V
936,0,0.0000 V
937,26,0.0210 V
938,60,0.0484 V
939,14,0.0113 V
940,28,0.0226 V
941,0,0.0000 V
942,44,0.0355 V
943,90,0.0725 V
944,25,0.0201 V
945,42,0.0338 V
946,12,0.0097 V
947,25,0.0201 V
948,47,0.0379 V
949,75,0.0604 V
950,35,0.0282 V
951,19,0.0153 V
952,85,0.0685 V
953,61,0.0492 V
954,47,0.0379 V
955,0,0.0000 V
956,16,0.0129 V
957,18,0.0145 V
958,0,0.0000 V
959,61,0.0492 V
960,0,0.0000 V
961,0,0.0000 V
962,57,0.0459 V
963,78,0.0629 V
964,89,0.0717 V
965,11,0.0089 V
966,0,0.0000 V
967,0,0.0000 V
968,26,0.0210 V
969,0,0.0000 V
970,0,0.0000 V
971,0,0.0000 V
972,0,0.0000 V
973,56,0.0451 V
974,0,0.0000 V
975,0,0.0000 V
976,0,0.0000 V
977,8,0.0064 V
978,58,0.0467 V
979,16,0.0129 V
980,8,0.0064 V
981,0,0.0000 V
982,40,0.0322 V
983,12,0.0097 V
984,0,0.0000 V
985,0,0.0000 V
986,0,0.0000 V
987,0,0.0000 V
988,0,0.0000 V
989,0,0.0000 V
990,0,0.0000 V
991,0,0.0000 V
992,61,0.0492 V
993,29,0.0234 V
994,74,0.0596 V
995,36,0.0290 V
996,0,0.0000 V
997,27,0.0218 V
998,4,0.0032 V
999,41,0.0330 V
1000,0,0.0000 V
1001,0,0.0000 V
1002,14,0.0113 V
1003,53,0.0427 V
1004,45,0.0363 V
1005,13,0.0105 V
1006,98,0.0790 V
1007,39,0.0314 V
1008,80,0.0645 V
1009,26,0.0210 V
1010,42,0.0338 V
1011,36,0.0290 V
1012,5,0.0040 V
1013,100,0.0806 V
1014,36,0.0290 V
1015,7,0.0056 V
1016,0,0.0000 V
1017,5,0.0040 V
1018,47,0.0379 V
1019,0,0.0000 V
1020,13,0.0105 V
1021,14,0.0113 V
1022,12,0.0097 V
1023,77,0.0621 V
1024,52,0.0419 V
1025,10,0.0081 V
1026,0,0.0000 V
1027,70,0.0564 V
1028,25,0.0201 V
1029,6,0.0048 V
1030,0,0.0000 V
1031,0,0.0000 V
1032,31,0.0250 V
1033,0,0.0000 V
1034,45,0.0363 V
1035,0,0.0000 V
1036,0,0.0000 V
1037,53,0.0427 V
1038,0,0.0000 V
1039,12,0.0097 V
1040,0,0.0000 V
1041,0,0.0000 V
1042,0,0.0000 V
1043,0,0.0000 V
1044,0,0.0000 V
1045,0,0.0000 V
1046,6,0.0048 V
1047,0,0.0000 V
1048,12,0.0097 V
1049,0,0.0000 V
1050,0,0.0000 V
1051,0,0.0000 V
1052,0,0.0000 V
1053,6,0.0048 V
1054,0,0.0000 V
1055,0,0.0000 V
1056,10,0.0081 V
1057,0,0.0000 V
1058,0,0.0000 V
1059,0,0.0000 V
1060,0,0.0000 V
1061,0,0.0000 V
1062,0,0.0000 V
1063,0,0.0000 V
1064,0,0.0000 V
1065,0,0.0000 V
1066,6,0.0048 V
1067,39,0.0314 V
1068,16,0.0129 V
1069,13,0.0105 V
1070,40,0.0322 V
1071,0,0.0000 V
1072,30,0.0242 V
1073,46,0.0371 V
1074,63,0.0508 V
1075,43,0.0347 V
1076,7,0.0056 V
1077,71,0.0572 V
1078,37,0.0298 V
1079,36,0.0290 V
1080,0,0.0000 V
1081,25,0.0201 V
1082,0,0.0000 V
1083,0,0.0000 V
1084,64,0.0516 V
1085,8,0.0064 V
1086,29,0.0234 V
1087,39,0.0314 V
1088,93,0.0749 V
1089,78,0.0629 V
1090,34,0.0274 V
1091,24,0.0193 V
1092,96,0.0774 V
1093,65,0.0524 V
1094,27,0.0218 V
1095,46,0.0371 V
1096,0,0.0000 V
1097,18,0.0145 V
1098,66,0.0532 V
1099,20,0.0161 V
1100,3,0.0024 V
1101,0,0.0000 V
1102,1,0.0008 V
1103,53,0.0427 V
1104,0,0.0000 V
1105,9,0.0073 V
1106,15,0.0121 V
1107,0,0.0000 V
1108,0,0.0000 V
1109,0,0.0000 V
1110,0,0.0000 V
1111,0,0.0000 V
1112,0,0.0000 V
1113,0,0.0000 V
1114,0,0.0000 V
1115,0,0.0000 V
1116,0,0.0000 V
1117,19,0.0153 V
1118,0,0.0000 V
1119,0,0.0000 V
1120,0,0.0000 V
1121,0,0.0000 V
1122,0,0.0000 V
1123,0,0.0000 V
1124,53,0.0427 V
1125,0,0.0000 V
1126,0,0.0000 V
1127,3,0.0024 V
1128,11,0.0089 V
1129,0,0.0000 V
1130,0,0.0000 V
1131,11,0.0089 V
1132,0,0.0000 V
1133,10,0.0081 V
1134,58,0.0467 V
1135,62,0.0500 V
1136,49,0.0395 V
1137,29,0.0234 V
1138,97,0.0782 V
1139,72,0.0580 V
1140,37,0.0298 V
1141,0,0.0000 V
1142,40,0.0322 V
1143,68,0.0548 V
1144,28,0.0226 V
1145,106,0.0854 V
1146,69,0.0556 V
1147,66,0.0532 V
1148,98,0.0790 V
1149,95,0.0766 V
1150,66,0.0532 V
1151,0,0.0000 V
1152,88,0.0709 V
1153,49,0.0395 V
1154,35,0.0282 V
1155,72,0.0580 V
1156,70,0.0564 V
1157,95,0.0766 V
1158,39,0.0314 V
1159,92,0.0741 V
1160,2,0.0016 V
1161,0,0.0000 V
1162,30,0.0242 V
1163,33,0.0266 V
1164,62,0.0500 V
1165,0,0.0000 V
1166,74,0.0596 V
1167,55,0.0443 V
1168,47,0.0379 V
1169,23,0.0185 V
1170,20,0.0161 V
1171,45,0.0363 V
1172,0,0.0000 V
1173,49,0.0395 V
1174,15,0.0121 V
1175,0,0.0000 V
1176,0,0.0000 V
1177,14,0.0113 V
1178,42,0.0338 V
1179,0,0.0000 V
1180,0,0.0000 V
1181,9,0.0073 V
1182,0,0.0000 V
1183,0,0.0000 V
1184,17,0.0137 V
1185,26,0.0210 V
1186,18,0.0145 V
1187,33,0.0266 V
1188,32,0.0258 V
1189,10,0.0081 V
1190,0,0.0000 V
1191,0,0.0000 V
1192,7,0.0056 V
1193,0,0.0000 V
1194,0,0.0000 V
1195,0,0.0000 V
1196,0,0.0000 V
1197,0,0.0000 V
1198,1,0.0008 V
1199,71,0.0572 V
1200,18,0.0145 V
1201,18,0.0145 V
1202,59,0.0475 V
1203,84,0.0677 V
1204,49,0.0395 V
1205,0,0.0000 V
1206,88,0.0709 V
